hospital,autor,es_local_guide,rating,fecha_relativa,fecha_iso,fuente,texto,respuesta_negocio,anio,ai_guess,categorias
Alvarez,Leo Lee,,1.0,Fecha de edición: Hace 2 años,2023-08-06T16:17:38Z,Google,"Sufri una caida y fui a hacerme ver porque siento un dolor intenso, no puedo casi ni mover el brazo, fui con campera sin remera porque sufro de dolor al quitarme prendas, y me negaron la atencion porque para ellos no es de gravedad. Ese misml dia fui al durand y resultó que tenía la clavicula fracturada.",,2023,"['incorrect_diagnoses', 'inappropriate_interpersonal_behavior']",incorrect_diagnoses; inappropriate_interpersonal_behavior
Alvarez,Maryenia Hernández,,1.0,Hace 2 años,2023-12-26T07:58:54Z,Google,"Trasladaron en ambulancia a mi suegra al hospital. Luego de varias horas ella sale de la guardia y el personal ni pendiente, si no estamos ahí se hubiese perdido, pues tiene alzheimer. Una  verguenza como no les importa.",,2023,"['delays', 'inappropriate_interpersonal_behavior']",delays; inappropriate_interpersonal_behavior
Alvarez,patricia Uberti,,1.0,Hace 3 años,2023-03-22T19:18:19Z,Google,"Hace unos 20 minutos tuve la desgracia de ir a Kinesiología del hospital Álvarez turno tarde. Donde fuimos destratadas por un kinesiólogo calvo con un ambo gris y con bigote. Un ser despreciable que maltrata a la gente , no escucha. No es empático. Debería dedicarse a otra cosa . Ni siquiera debería trabajar en una morgue.😭",,2023,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Alvarez,Agustin Kim,,1.0,Hace 3 años,2023-02-16T01:14:23Z,Google,"Terrible la atencion del hospital, mas que nada de admision( donde te atienden). Tengan cuidado que dicen que atienden por segun la gravedad del caso pero realmente atienden segun orden de llegada. Esto dice que aunque te estes muriendo no te van a atender sino que tenes que esperar a que pase toda la gente adelante tuyo. OJOOOO!!!! Por favor llenenlos de denuncias y mala reseñas porqur es un desastre",,2023,['delays'],delays
Alvarez,Nicole Lujan,,1.0,Hace 2 años,2023-09-27T12:59:31Z,Google,"Tanta exigencia en la entrada para confirmar 2 veces el turno, una hora antes, para que te terminen atendiendo de 1-2 hs después del horario del turno programado.
Se tarda más esperando que la atención en sí. Y además a veces ni le llega la dichosa confirmación al médico y te terminan anotando a mano.",,2023,"['delays', 'bad_infrastructure']",delays; bad_infrastructure
Alvarez,Hernan Figueroa,,1.0,Hace 3 años,2023-05-13T14:23:23Z,Google,"Pésima atención, personal administrativo y médico maleducados e intolerantes. Maltratan a las personas mayores. El ministerio de salud de gcba deberían intervenir. Obvio q voy hacer las denuncian pertinentes. Es una vergüenza como tratan a las personas.",,2023,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Alvarez,Grace,,1.0,Hace un año,2025-04-03T15:47:13Z,Google,"Fui con turno a darme la vacuna del covid y resulta que ya no habia numeros, el turno no asegura que me reserven la vacuna?. Entonces para que ir con turno?. No entiendo.",,2025,['delays'],delays
Alvarez,lucero lonardi,,1.0,Hace un año,2024-08-31T16:08:37Z,Google,"Para niños la peor atención, salis de una internación te atienden te dicen que vuelvas el sábado a hacerte un control llegas a la hora pautada, te dicen q lo atienden de onda porque ellos no hacen controles y que vuelvas otro día ( le tenían que bajar el medicamento) una vergüenza terrible",,2024,"['inefficient_medical_treatment', 'inappropriate_interpersonal_behavior']",inefficient_medical_treatment; inappropriate_interpersonal_behavior
Alvarez,Paula Cañete,,1.0,Hace 2 años,2024-06-21T00:43:06Z,Google,"PEOR HOSPITAL DE CAPITAL , LA FALTA DE PROFESIONALISMO DE LOS ENFEMEROS QUE SE LA PASAN TOMANDO MATES EN TRAUMATOLOGÍA PARA QUE TE CAMBIEN UN PAÑAL TENES QUE ESTAR MAS DE 7 HORAS. NO SABEN PONER UNA GUIA , UNA SONDA ES TERRIBLE LA DECADENCIA QUE CAYO!   Y NI HABLAR DE LOS MEDICOS QUE VIENEN A VERTE UNA VEZ CADA DOS DIAS.",,2024,"['delays', 'inefficient_medical_treatment', 'inappropriate_interpersonal_behavior']",delays; inefficient_medical_treatment; inappropriate_interpersonal_behavior
Alvarez,Lurdes Ramirez,,1.0,Hace 2 años,2023-08-14T15:09:11Z,Google,Me parece muy bien los comentarios así agradecer a los que nos brindan la Salud seguro habrá días no tan buenos lsra los doctores también pero muchas veces se ve el amor que ponen en sus servicios que es como debe ser porque así como uno trata al otro así también la vida paga así es que bueno me alegra leer comentarios satisfechos bendiciones 😘 pacientes y doctores,,2023,['other'],other
Alvarez,Juan Carlos Gonzales Vargas,,1.0,Hace 2 años,2024-04-28T23:51:34Z,Google,"Fuí con un amigo por una urgencia psiquiátrica, nos anunciamos y esperamos cerca de dos horas, cuando lo llaman le dicen que el psiquiatra se acaba de ir. Una falta de respeto total, un desastre.",,2024,['delays'],delays
Alvarez,Eric Denis Armada,,1.0,Hace un año,2025-02-28T18:04:58Z,Google,"El que vende churros en la puerta se cree dueño del hospital, es más me llevo por delante y yo estaba con una bebe en brazos, ni disculpas pidió, encima trabaja ahí adentro está re mal eso",,2025,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Alvarez,Jasmin adriana Gonzales,,1.0,Hace 3 años,2023-05-31T03:57:48Z,Google,"Horrible te hacen esperar en guardia ,preguntas en recepción por los médicos que no llaman y te responden no sabemos donde están . Falta de profesionalidad.  Aparte de la mala atención una mugre la guardia olor a vino, el baño con olor a porro cigarrillo un asco",,2023,"['delays', 'bad_infrastructure']",delays; bad_infrastructure
Alvarez,Carlos Daniel Medina,,1.0,Hace 3 años,2023-01-19T20:02:51Z,Google,Pésimo los profesionales  una hora esperando   para que atiendan  a mi novia que entro mareada y  ellos se la pasan hablando  entre ellos en la  sala de atención le preguntas si  están atendiendo  te  responden que solo  emergencia  atiende  rápido digamos te estas que estar muriendo  para que te atiendad o que te den bola uno paga l9s impuestos  para que se mejore la salud  pero cada día menos servicio  a la sociedad  vergüenzas  debería  tener más controles para que se mejore esto menos publicidad y más atención a la gente,,2023,"['delays', 'inappropriate_interpersonal_behavior']",delays; inappropriate_interpersonal_behavior
Alvarez,carlos iacovo,,1.0,Hace 2 años,2024-01-02T22:50:14Z,Google,"Mi cuñada sufrió una caída de un primer piso,se fracturó la clavicula,la pelvis un golpe muy fuerte en la cabeza..de esto hace 3 días...de los cuales prácticamente está abandonada en la guardia .no es trasladada a sala común.no la higienisan.las enfermeras mal educadas..un desastre todo!!!!una vergüenza",,2024,"['delays', 'inappropriate_interpersonal_behavior', 'bad_infrastructure']",delays; inappropriate_interpersonal_behavior; bad_infrastructure
Alvarez,Albert Lee,,1.0,Hace un año,2025-01-09T12:06:42Z,Google,Muy mala la atención en laboratorio me tenía que sacar sangre un horror!!! Lo mismo oftalmología para un estudio campo visual un desastre,,2025,['other'],other
Alvarez,Victor Silva,,1.0,Hace 2 años,2024-02-03T14:47:42Z,Google,acabo de salir del hospital no me quieren atender. según la que está en ventanilla dice que no es emergencia. tengo irritación desde la cabeza hasta el cuello. no sé si le pasaría a ella diría lo mismo,,2024,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Alvarez,Mirta Peralta,,1.0,Hace un año,2024-09-10T13:10:21Z,Google,"9/9/24 fui con una orden ""URGENTE"" PARA TURNO DE PSIQUIATRA Y PSICÓLOGO,Y ME NEGARON EL TURNO,MI HIJA DEBE SER MEDICADA URGENTE YA QUE LE DETECTARON ESQUIZOFRENIA. CERO ESTRELLA,PABELLON i salud mental 👎👎👎👎👎",,2024,['other'],other
Alvarez,Judith Loayza colque,,1.0,Hace 8 meses,2025-10-17T03:48:01Z,Google,Donde se saca turno para vacunacion,,2025,['other'],other
Alvarez,Alundra Elric,,1.0,Hace un año,2024-09-02T23:46:34Z,Google,Fui a la guardia de psiquiatria para que me hagan sentir 10 veces peor si me pudiera pegar un tiro les dedicaria un lugar en la carta suicida. Horrible trato.,,2024,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Alvarez,Mariano Castor,,1.0,Hace 2 años,2023-09-13T11:03:32Z,Google,"Ésta opinión es específicamente sobre el LABORATORIO, dónde te atienden tres especímenes que hacen cosplay de la empleada pública de Gasalla, tres sor3tas que te pierden los resultados y para colmo te echan la culpa. El resto del hospital (casi siempre), la mejor.",,2023,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Alvarez,Joi Lorien,,1.0,Hace 3 años,2023-04-14T23:14:50Z,Google,"Mi experiencia en este hospital con pediatría ha Sido lo peor de mi vida la doctora ANA DORO es una grosera, inhumana, insensible, abusadora y mala profesional y el hospital lo sabe y la siguen teniendo, no le importa que las personas estén con nenes enfermos horas ella se la pasa hablando por el teléfono fuera de los consultorios y las mamis pasamos HORAS esperando y te atiende si quiere sino te dice que te veas en otro sitio, las recepcionistas iguales una vergüenza está ""médica""",,2023,"['delays', 'inappropriate_interpersonal_behavior']",delays; inappropriate_interpersonal_behavior
Alvarez,Bárbara Handler,,1.0,Hace 2 años,2023-11-01T00:53:22Z,Google,"El lugar es desorganizado hasta la médula. Cuando tu psiquiatra está de licencia no dejan al paciente con otro profesional, se queda solo esperando. Y nosotros no necesitamos solo recetas, sino también la atención médica. Se cansaron de decirme que tengo el ""mejor equipo"" pero hasta ahora estoy peor que cuando entré.",,2023,['other'],other
Alvarez,Kol Sino “Senk”,,1.0,Hace 11 meses,2025-07-29T13:04:20Z,Google,"Cuando no hay sistema ,no te atienden si sacaste turno y querés confirmarlo .
Te hacen esperar al pedo",,2025,"['delays', 'bad_infrastructure']",delays; bad_infrastructure
Alvarez,desarrollo del lenguaje y algo màs,,1.0,Hace 2 años,2024-06-02T18:04:03Z,Google,"Me parece terrible que las emergencias estén sujetas al criterio de la recepcionista,quien es poco atenta,algo altanera y grosera .",,2024,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Alvarez,Gladys Vanesa California Arestide,,1.0,Hace 10 meses,2025-08-25T07:19:57Z,Google,Pésima atención ellos duerme mientras te hacen esperar mejor decirte que te vallas a la casa y no esperar 3 horas a que despierten,,2025,"['delays', 'inappropriate_interpersonal_behavior']",delays; inappropriate_interpersonal_behavior
Alvarez,Abril Andino,,1.0,Hace 2 años,2024-06-14T18:39:29Z,Google,"Ni media estrella merece. La guardia explotada sin avanzar,la recepcionista a pura risa con el de seguridad no me quiso atender,me mandó a su compañero que estaba ocupado con un paciente",,2024,"['delays', 'inappropriate_interpersonal_behavior']",delays; inappropriate_interpersonal_behavior
Alvarez,Maria Temez,,1.0,Hace un año,2024-10-13T18:46:02Z,Google,"""Mi experiencia en el hospital Álvarez fue muy decepcionante. Sentí que los pacientes eran abandonados y que la atención no era adecuada. Espero que se tomen medidas para mejorar la situación.""",,2024,['other'],other
Alvarez,Tomas Bosch,,1.0,Hace 2 años,2023-10-26T11:35:24Z,Google,"llame para solicitar un turno con un medico clinico y me trataron de forma asquerosa, tanto que lo mande a la concha de la lora y me quede bastante corto, se nota que odian lo q hacen los de recepcion o estam frustradisimos",,2023,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Alvarez,Jesica Tola,,1.0,Hace un año,2024-10-03T16:30:36Z,Google,"Un desastre, la gente que tienen en recepción en el área de traumatología inexperta, que no orientan ni te atienden con ganas, únicamente se dedican a comer y pasear, podrían colocar gente con ganas de trabajar y atender como se debe",,2024,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Alvarez,Norelbys Jimenez,,1.0,Hace 2 años,2023-09-16T17:53:54Z,Google,"Me dejaron esperando 4 horas en guardia para atender a mi mamá con un fuerte dolor en el brazo, sera empata de parte de la que atiende en admisión no volvería jamás a este hospital.",,2023,['delays'],delays
Alvarez,Paloma Sotelo,,1.0,Hace 3 años,2023-04-26T14:02:49Z,Google,"la verdad que la atención es nefasta de parte de las secretarias y de los profesionales: nadie sabe dónde están los sectores, te tratan con desprecio y te hacen pasear por todo el hospital como si uno no estuviera enfermo. dejan mucho que desear.",,2023,"['inappropriate_interpersonal_behavior', 'bad_infrastructure']",inappropriate_interpersonal_behavior; bad_infrastructure
Alvarez,Agustina Frias,,1.0,Hace un año,2024-07-20T00:35:53Z,Google,"Cómo siempre un desastre la guardia, menos ganas de laburar, me atendieron 2 chicas q estaban lejos de ser médicas, ni a estudiantes de enfermería llegaban.",,2024,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Alvarez,clary morningstar,,1.0,Hace un año,2024-10-29T01:19:06Z,Google,Fui por que estaba con fiebre y un mareo terrible sin decir que no tenía mucha voz 6 horas estuve en el duran y no me atendieron solo decían hay cambio de turno o en seguida la van a atender,,2024,['delays'],delays
Alvarez,Walter Juegos,,1.0,Hace un año,2024-10-14T17:31:53Z,Google,UNA VERGUENZA. NO TE DAN BOLA. UNO VA DESESPERADO PORQUE  SE SIENTE MAL Y SE VA PEOR PORQUE ESPERÓ TODO UN DIA Y LO ATIENDEN IMPROVISADOS ... Y LES PAGO EL SUELDO YO !,,2024,"['delays', 'inappropriate_interpersonal_behavior']",delays; inappropriate_interpersonal_behavior
Alvarez,Cat Ca,,1.0,Hace 2 años,2024-04-22T02:52:20Z,Google,"Vas a donar sangre y parece que te están haciendo un favor. Una cola terrible en el lugar, y atienden muy mal las profesionales.

Me termine yendo, nunca más...

Son de 4ta en esa área.",,2024,"['delays', 'inappropriate_interpersonal_behavior']",delays; inappropriate_interpersonal_behavior
Alvarez,María Díaz,,1.0,Hace 2 años,2024-06-13T12:38:50Z,Google,"La atención en el hall central es un desastre, si no les gusta el trabajo renuncien. Son maleducados, tratan a la gente a los gritos. Cero empatia.",,2024,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Alvarez,Maximiliano Navarro,,1.0,Hace 9 meses,2025-09-08T02:43:51Z,Google,"Acabo de ir y no hay guardia, desastre todo",,2025,['other'],other
Alvarez,Rocio Valero T,,1.0,Hace 3 años,2023-05-16T02:15:51Z,Google,La verdad yo entiendo que uno en estos días no podemos esperar mucho pero me parece un abuso esperar 2 horas en la guardia pediátrica uno trata de ser empatizo con el personal pero es una vergüenza que hagan esperar a los niños,,2023,['delays'],delays
Alvarez,Jess V,,1.0,Hace 2 años,2024-02-16T16:21:38Z,Google,"Por la atención de la mujer RUBIA que está en la PUERTA DE ENTRADA ,es una asquerosa prepotente , desayuna ácido? Cual es la razón de que trate tan mal a la Gente?",,2024,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Alvarez,lobito,,1.0,Hace 3 años,2023-02-14T12:24:06Z,Google,Es un desastre pésima atención y para sacar el turno ni hablar siempre me sale que estan ocupados y los médicos son aún peores siempre voy y solo terminan diciendo que me saque otro turno,,2023,['delays'],delays
Alvarez,Lopez M,,1.0,Hace un año,2025-01-19T07:08:16Z,Google,"Mejor no venir muriendo acá, caí tipo 3 de la mañana con un pico de presión y no me atendieron hasta las 7 de la mañana, LA GUARDIA ES UN DESASTRE.",,2025,['delays'],delays
Alvarez,Griselda Ferro,,1.0,Hace 2 años,2024-05-04T21:49:43Z,Google,"Llevé a mi yerno a la guardia, con fiebre y dolor de garganta, le dijeron que busque un otorrino en otro hospital, no quisieron atenderlo.",,2024,"['inefficient_medical_treatment', 'inappropriate_interpersonal_behavior']",inefficient_medical_treatment; inappropriate_interpersonal_behavior
Alvarez,giovanna ayala,,1.0,Hace 3 años,2023-03-25T18:24:00Z,Google,Muy mala la atención de la que da los turnos en  urgencia trata mal alas pacientes .uno le habla con respeto y te trata mal .es grosera con todos,,2023,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Alvarez,Araceli Gonzalez,,1.0,Hace un año,2024-09-08T19:55:44Z,Google,La verdad la guardia un desastre ni vengan un domingo que tardan más de 4 a 5 horas en atenderte.,,2024,['delays'],delays
Alvarez,Carlos Martino,,1.0,Hace 3 años,2023-01-23T11:16:09Z,Google,"Literalmente  BASURA principalmente Dr. Torres de guardia, (Sí así se lo puede llamar a semejante hdp)
Ni siquiera se molesta en atender ni dar un calmante a quienes llegan con dolencias graves .....",,2023,"['inappropriate_interpersonal_behavior', 'inefficient_medical_treatment']",inappropriate_interpersonal_behavior; inefficient_medical_treatment
Alvarez,Julieta Peralta,,1.0,Hace un año,2025-03-20T22:21:22Z,Google,Malísimo que no haya guardia de otorrino! Uno con dolor de oído y en ventanilla te dicen que ya no hay guardia de otorrino... Una vergüenza,,2025,['other'],other
Alvarez,Bahiana Ailen,,1.0,Hace un año,2025-06-18T20:28:58Z,Google,"DESCARTAN A LA GENTE !
NADA MAS .
SI NO TIENEN GANAS DE ATENDER , HUBIESEN ESTUDIADO OTRA COSA ! que se pongan una ferretería .",,2025,['other'],other
Alvarez,MONICA QUINA,,1.0,Hace 3 años,2023-02-04T22:07:53Z,Google,"Mi sobrina 12hs en una camilla en la guardia ,apendiceptomia aguda ,la llevaron a quirofano sin baño prequirurgico",,2023,"['delays', 'inefficient_medical_treatment', 'bad_infrastructure']",delays; inefficient_medical_treatment; bad_infrastructure
Alvarez,María Laura Alvarez,,1.0,Hace un año,2025-05-24T20:02:24Z,Google,Pésimo servicio! Ahora se entiende porque las personas se automedican,,2025,['other'],other
Alvarez,gustavo todelo,,1.0,Hace 3 años,2023-04-28T23:43:01Z,Google,Leo los comentarios y te da miedo Que dirá de esto el ministro de salud de Caba y Nación de todo esto.? A claaaaaro nada total cobra igual todos los treinta.,,2023,['other'],other
Alvarez,yane crybaby,,1.0,Hace un año,2024-10-15T09:29:10Z,Google,"5 (CINCO) HORAS esperando para que nos digan que no nos pueden atender, que nos vayamos, totalmente irresponsable jugar con el tiempo de las personas de esa manera, una decepción 👎🏻",,2024,['delays'],delays
Alvarez,Yesica Romina Perez,,1.0,Hace 8 meses,2025-10-08T09:41:57Z,Google,Hola alguien sabe que horario y que día hay que ir para sacar turnos,,2025,['other'],other
Alvarez,Paola Urquiza,,1.0,Hace un año,2024-07-22T18:12:57Z,Google,"Pésima atención y maltrato del dr muara de cirugía, mal educado y corazón de piedra",,2024,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Alvarez,javier lodeiro,,1.0,Hace 3 años,2023-05-08T09:43:06Z,Google,Desastroso!!! Un espanto. La atención de la guardia es de temer!!!! Es para denunciarlos!!! Maltrato espera interminable y carencias de todo tipo!!!! pésimo!!! Un horror!!!,,2023,"['delays', 'bad_infrastructure', 'inappropriate_interpersonal_behavior']",delays; bad_infrastructure; inappropriate_interpersonal_behavior
Alvarez,Jesús Corro,,1.0,Hace un año,2025-06-21T21:01:56Z,Google,3 horas de espera para atenderme 3 min y mandarme a mi casa sin más...,,2025,"['delays', 'inefficient_medical_treatment']",delays; inefficient_medical_treatment
Alvarez,Laura Rosales,,1.0,Hace 2 años,2023-12-20T02:45:40Z,Google,Terrible q en las guardias de pediatría los fines de semana dejen a residentes solos y estos medican lo primero q se les ocurre arriesgando la salud de los más pequeños.,,2023,['inefficient_medical_treatment'],inefficient_medical_treatment
Alvarez,Xiomara Moreno,,1.0,Hace 2 años,2024-05-14T14:05:48Z,Google,"Tengan cuidado , aparte de atender mal , te roban todas tus pertenencias y no se hacen cargo. Devuelvan las cosas!",,2024,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Alvarez,Karen Gonzalez,,1.0,Hace 3 años,2023-04-10T17:56:53Z,Google,"VERGÜENZA  misión imposible que te atiendan, la mayoría son peruanos bolivianos que gozan de nuestros servicios gratis pero para la población nacional no hay lugar !! Desastre",,2023,['other'],other
Alvarez,Marcos Neumann,,1.0,Hace 3 años,2023-04-29T17:45:39Z,Google,Pésimo los q están el la guardia en ventanilla no saben nada y te mandan a cualquier parte no te atienden cuando ase una llamada al opital,,2023,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Alvarez,andrea parada,,1.0,Hace 2 años,2023-07-24T20:48:32Z,Google,"Terrible!!, son las 17hs y en guardia no hay un pediatra un horror!!!!!",,2023,['delays'],delays
Alvarez,Eva Natacha Ferrer,,1.0,Hace 3 años,2023-05-22T14:15:35Z,Google,"Una vergüenza este lugar. Falta de higiene, compasión y respeto por la gente. Si pueden evitarlo mejor.",,2023,['bad_infrastructure'],bad_infrastructure
Alvarez,Jésica Gonzalez,,1.0,Hace 2 años,2023-11-21T15:12:13Z,Google,"Malísima la atención
Fui y ni siquiera me revisaron 🤦🏻‍♀️
Perdí tiempo y plata...
Muy malo",,2023,['other'],other
Alvarez,romi sol,,1.0,Hace 3 años,2023-05-09T01:28:42Z,Google,"Horroroso. Cero limpieza. Además, mucha altanería por parte del personal y también por parte de los médicos de esta institución. Terrible asco.",,2023,"['bad_infrastructure', 'inappropriate_interpersonal_behavior']",bad_infrastructure; inappropriate_interpersonal_behavior
Alvarez,Hassan Abbara,,1.0,Hace 2 años,2024-02-16T01:51:12Z,Google,3 horas para que nos den solamente un informe. Un desastre los médicos y el de admisión.,,2024,['delays'],delays
Alvarez,Marquez Poma Gonzalo,,1.0,Hace 2 años,2024-03-08T11:31:31Z,Google,"No les importa que esperes horas, se contradicen entre si, en resumen pésima gestion y mediocre servicio",,2024,['delays'],delays
Alvarez,sonia magarzo,,1.0,Hace 3 años,2023-05-23T11:53:39Z,Google,Una atención pésima aparte de tratarte mal te tardan 70 días hábiles para darte un estudio,,2023,"['delays', 'inappropriate_interpersonal_behavior']",delays; inappropriate_interpersonal_behavior
Alvarez,Gonzalo Vidal,,1.0,Hace un año,2024-12-18T05:33:31Z,Google,"""La casa se reserva el derecho de admisión""...

¿Listo?",,2024,['other'],other
Alvarez,Damian Jatombliansky,,1.0,Hace 3 años,2023-02-06T17:35:04Z,Google,"No vayan nunca si necesitan ir ala guardia, literal si es por ellos te Moris esperando",,2023,['delays'],delays
Alvarez,Euximar Ramirez,,1.0,Hace un año,2024-09-23T03:21:45Z,Google,Prácticamente te dicen que no te pueden ayudar con nada. Ni muriendo te atienden.,,2024,['other'],other
Alvarez,Estebanjai mes Munar,,1.0,Hace 3 años,2023-01-30T03:07:13Z,Google,"el cachivache que tienen para el ingreso a guardia no tiene idea que es una emergencia, una vergüenza que este trabajando en ese puesto",,2023,['other'],other
Alvarez,liz xian,,1.0,Hace un año,2024-08-05T01:34:45Z,Google,Aunque sea una emergencia si sos de provincia no te atienden.,,2024,['other'],other
Alvarez,Merlina Bertolo,,1.0,Hace 3 años,2023-02-08T23:23:41Z,Google,"Hola, alguien sabe si hay algún número de teléfono o email para sacar turnos???",,2023,['other'],other
Alvarez,PC VICTOR,,1.0,Hace 3 años,2023-03-31T18:21:38Z,Google,DE TERROR...MALISIMA ATENCION CON EL.TEMA DEL DENGUE...UN DESASTRE !!!,,2023,['other'],other
Alvarez,Maximo Roldan (-),,1.0,Hace un año,2024-08-22T11:00:26Z,Google,Esta mal,,2024,['other'],other
Alvarez,Ju Rodríguez,,1.0,Hace 3 años,2023-03-31T00:06:32Z,Google,La recepción atiende malicimo.,,2023,['inappropriate_interpersonal_behavior'],inappropriate_interpersonal_behavior
Alvarez,Attom xD,,1.0,Hace un año,2024-07-19T05:08:55Z,Google,Malísimo,,2024,['other'],other
Alvarez,Cristian Sequeira,,1.0,Hace 2 años,2024-06-09T06:24:07Z,Google,Un desastre.,,2024,['other'],other
Alvarez,Sofi Sofia,,1.0,Hace 2 años,2024-06-10T06:12:23Z,Google,Una VERGÜENZA DE HOSPITAL,,2024,['other'],other
Penna,Yesica Rodriguez,,1.0,Hace 8 meses,2025-10-07T03:27:55Z,Google,"Fui con un turno programado, llegué antes de horario y estuve más de dos horas en un pabellón vacío sin siquiera sillas, esperando a algún médico o a alguna persona que me confirme si me iban a atender o no. Por ahí veo que en un cuartito cerrado estaba escondida una médica a la que le pregunto si hay algún cirujano atendiendo y me dice que espere un rato que ya preguntaba. Después de 10 minutos me dijo que ella no sabía si me iban a atender porque a ella tampoco le respondian pero que espere que en algún momento me iban a atender ¡cuando ya llevaba más de dos horas esperando! Y habia gente que ya hacia tres horas estaba esperando ahí. Le pregunté donde podía ir a quejarme y me dijo que ella no sabía, cuando le pregunte si trabajaba ahí o no me dijo que no tenía ganas de discutir y se volvió a encerrar en su cuartito a rascarse la panza.
Vale aclarar que a cada rato entraban y salían médicos pero no podías preguntar nada porque pasaban con su peor actitud de desprecio, salían tan rápido y sin mirar a la gente a la cara que no te dejaban preguntar absolutamente nada, algunos hasta pasaban viendo videos con el celular con total impunidad.",,2025,"['delays', 'bad_infrastructure', 'inappropriate_interpersonal_behavior']",delays; bad_infrastructure; inappropriate_interpersonal_behavior
Penna,Damian Bailon,,1.0,Hace 8 meses,2025-10-30T00:41:47Z,Google,Me hicieron esperar 2 hs doblado en el piso por agarrarme peritonitis y no me atendieron. Por suerte me.fui a otro hospital sino nose que hubiera pasado.. habia otra mujer pobre que estaba igual y tampoco ni bola.. se escuchaban las carcajadad de los enfermeros boludeando encima.. un lujo el hospital.. nunca mas,,2025,"['delays', 'inefficient_medical_treatment', 'inappropriate_interpersonal_behavior']",delays; inefficient_medical_treatment; inappropriate_interpersonal_behavior
Penna,sofia mosteiro,,1.0,Hace 8 meses,2025-10-16T18:43:04Z,Google,"Un desastre la atención en guardia, fui el viernes 10/10 le comenté a la de ventanilla que estaba hace dos días con mucha fiebre mocos verdes y tos intensa , su contestación fue “es gripe , que nunca tuviste gripe “ en tono irónico, le respondí que quería porfavor que un médico me revise y me pueda recetar algo ya que no me sentía nada bien su contestación fue “ no te voy a dar un turno por una gripe “ “ yo soy médica paracetamol toma “ . Me fui a otra guardia  estaba con neumania. No le dejé una denuncia porque me sentía súper mal y solo quería que me atiendan cosa que en este hospital no conseguí.",,2025,"['incorrect_diagnoses', 'inappropriate_interpersonal_behavior', 'inefficient_medical_treatment']",incorrect_diagnoses; inappropriate_interpersonal_behavior; inefficient_medical_treatment
Penna,Cristian Penso,,1.0,Hace 6 meses,2025-12-14T20:17:42Z,Google,"Muy mala experiencia en la guardia del Hospital Penna. Más de dos horas de espera sin ningún tipo de información clara. Además, brindan datos incorrectos sobre la medicación: se quedan con las recetas y no entregan los medicamentos, a pesar de que informan lo contrario. Una total falta de organización y respeto hacia los pacientes. Ojalá mejoren la atención y la transparencia. La próxima va con audio, video y nombre de los irresponsables.",,2025,"['delays', 'inefficient_medical_treatment']",delays; inefficient_medical_treatment
Penna,Luis D'Esposito,,1.0,Hace 7 meses,2025-11-27T12:27:30Z,Google,"Tenía turno a las 7.
Fui a las 6:40 porque dicen por llamada que hay que estar antes para dar el presente. Todavía no habian ni abierto la reja de ingreso, cuando viene el guardia ni sabia que llave era y no podia abrir. A las 7 menos 10 ya estaba en la recepción esperando que atiendan para dar el presente. RECIEN 7:35 ABRIÓ LA RECEPCIÓN y me encuentro con que la medica me habia puesto ausento por no dar el presente.  A todo esto la mujer de recepción me dijo que estaba sin sistema y por eso no atendió antes. La única solución era patearme el turno a otro dia
dia. A todo esto, la recepcionista llegó mas tarde de las 7 am. Flor de ñoquis, con toda la pinta de kukas.",,2025,"['delays', 'bad_infrastructure', 'inappropriate_interpersonal_behavior']",delays; bad_infrastructure; inappropriate_interpersonal_behavior
Penna,Beatriz Melgarejo,,1.0,Hace 8 meses,2025-10-13T14:29:32Z,Google,"Cuento lo mismo q puso una chica, pasan medicos q ni registran q hay personas esperando poca o muchas horas, ni siquiera x respeto saludan, se supone son profesionales, como se hace para dar con la persona q debe reprogramar el turno de operación?? Si los números q hay no atiende nadie, dónde con quién?? Q somos?? Que desprecio che",,2025,"['delays', 'inappropriate_interpersonal_behavior']",delays; inappropriate_interpersonal_behavior
