hospital,autor,es_local_guide,rating,fecha_relativa,fecha_iso,fuente,texto,respuesta_negocio,anio
Alvarez,Dobby Fal,,1.0,Hace 2 años,2023-08-25T15:02:15Z,Google,"La residencia de psiquiatría no todos pero a mí me tocaron las médicas del terror. Hicieron mala praxis, me sobremedicaron por un trastorno de ansiedad generalizado y me dijeron q era bipolar. Llegue re estabilizada hasta q me agarraron estás ""médicas"". No solo eso sino que yo les decía que la medicación me hacía mal y ellas me decían que me la banque y fue abandono de persona. En conclusión, OJO porque buscan llenarte de pastillas nada más, no solucionar el problema y no quiero que le pase eso a más nadie. Vayan directo al pabellón J que están los psiquiatras con experiencia y no residencia que son un desastre!!!",,2023
Alvarez,Yohana Mancilla,,1.0,Hace 3 años,2023-04-14T23:06:57Z,Google,"Experiencia horrible, personal grosero y altanero. Dos veces nos tocó con la mal llamada doctora ANA DORO, teníamos turno a las 10, eran las 11:40 y no llamaba a nadie porque estaba demasiado ocupada hablando por teléfono. Te hacen llegar antes de las 7 a sacar turno para que no te atiendan.",,2023
Alvarez,Alex King,,1.0,Hace 3 años,2023-01-17T15:54:39Z,Google,"En la página del GCBA informan que tienen guardia psiquiátrica. Ayer a la noche llevé a mi hijo para que lo atiendan. El recepcionista, que parecía más enfocado en rebotar gente que en atender y derivar, me informó que no siempre tienen guardias psiquiátricas de noche, que hay días que sí y otros que no. Una vergüenza.",,2023
Alvarez,Florencia Giuliandi,,5.0,Hace 2 años,2023-08-24T03:21:21Z,Google,"Quiero agradecer al maravilloso equipo de Salud Mental del hospital Alvarez. Me escucharon, atendieron y medicaron desde una calidez humana, profesionalismo y dedicación que era justo lo que necesitaba. Gracias de corazón y Dios los bendiga!",,2023
Alvarez,Solange Jara,,1.0,Hace 2 años,2024-03-16T17:49:25Z,Google,"La peor guardia muy linda equipada y todo pero los doctores un desastre me ""dieron"" el alta teniendo 38 de fiebre y estando embarazada porque no tenía dengue y me mandaron a casa sin tratamiento ni nada y no me quisieron dar certificado porque a trabajadores en negro no tienen porque dárselo",,2024
Alvarez,Noelia A,,1.0,Hace 2 años,2024-01-31T12:45:39Z,Google,"¡¡¡¡¡PSIQUIATRA PATRICIA SELALLA!!!!!
FUI A ATENDERME EN GUARDIA PSIQUIATRICA PORQUE ME QUEDE SIN MEDICACIÓN, mi psiquiatra estaba de vacaciones y yo no podia estar sin medicación,al no tenerla mi cuerpo comenzo a tener mareos vertigo, somnolencia. Mi psicologa me recomendo que vaya a esa guardia que podian ayudarme. Fui a las 13.45 pm y me atendieron a las 18.00 pm. Sale la psiquiatra y lo primero q me dice sin decirme nisiquiera un Hola, fue ""DECIME NECESITAS RECETA TE LA HAGO PORQUE ESTOY APURADA"" A lo que le dije, necesito estar en la consulta y comentarte todo lo q me pasa y ahi la receta.
Entre a la consulta le comento lo q me pasa a lo q me dice NO PUEDO AYUDARTE COMUNICATE CON TU PSIQUIATRA. A lo que le dije varias veces, te dije que mi psiquiatra esta de vacaciones! Estoy hace 5 horas y usted como personal de salud tiene que darme una solucion mas cuando mi integridad fisica y mental esta en riesto. La medica dijo q no me iba a dar ninguna solucion repetia reiteradas veces. (siendo que al principio sin decirme hola ni hacerme pasar al consultorio me dijo necesitas receta te la hago ya) Yo pidiendole que por favor no podia mas... Por exigir y reclamar mis derechos ME AMENAZO CON LLAMAR AL DE SEGURIDAD, a lo que me reí y llama a este sujeto, que claramente nos vimos la cara todo el dia ya que estuve afuera esperando 5 horas. El sujeto no hizo nada contra mi, la psiquiatra no solo quiso asustarme y q me vaya con el de seguridad pero no lo logro porque claro esta q era una paciente reclamando sus derechos,  que tambien, amenazo con llamar a la policia ?¿???¿?¿?¿  fue muy gracioso porque claramente no lo iba a hacer ya que yo estaba sentada reclamando mis derechos.
Termino en yo en una crisis de angustia terrible, con mas temblores y mareos con los que entre.
No suelo hacer estas cosas pero la Doctora no tuvo empatia , Quiso abusar de su poder y me quiso sobornar para que tenga miedo. Fue horrible una experiencia desvastadora. Algo retorcido, sinico que no puedo explicarlo en palabras.
Deje sentado en el libro de quejas. Y a su vez con todo el orgullo la escracho. Para que nadie mas,por estar indefensx tenga que vivir el maltrato que yo pase! Mas cuando uno busca consuelo y que lo ayuden en ese momento.
La doctora jamas se disculpo.
A MI NADIE ME VA A AMENAZAR Y MALTRATAR. NUNCA MAS VAN A ABUSAR DE SU PODER . NUNCA MAS.
ojala esto le sirva a alguien q este pensando en ir alla, piensenlo 5 veces.

pense en hacer el escrache o no, pero ella en mi no penso cuando buscaba generarme mas malestar, tratarme de loca y querer lograr eso para que me saque el de seguridad. Que claramente eso no paso.
Me senti indefensa, maltratada, abusada.  Triste todo",,2024
Alvarez,Alicia,,1.0,Hace 3 años,2023-04-12T15:40:54Z,Google,"Con sospecha de dengue recien, llegamos a las 8, son las 12,39 nunca nos atendieron, me hijo no podia estar mas alla muriendose de frio, primero eran 7 personas ahora hay como 60,,dicen que estan atrasados, Voy a hacerles una denuncia por abandono de persona, es una verguenza el maltrato a la gente. Puse una estrella porque es lo minimo.",,2023
Alvarez,grecia carballogutierrez,,3.0,Hace 6 meses,2025-12-07T18:01:41Z,Google,"Horrible admisión, la señora atiende con la peor predisposición posible...",,2025
Alvarez,Perla Mabel Medina Cuyer,,5.0,Hace 2 años,2024-01-17T15:15:49Z,Google,"Buenas, saqué turno a través del 147,cuando iba leyendo los comentarios juro que entré pánico y hasta quice cancelar el turno, pero  como no conseguí en ningún otro lado par espinograma,me animé y llegue (todos mis miedos desaparecieron,por empezar  desde la recepcionista,técnicos radiologos e incluso  personal de limpieza  todos  muy amables,  y la  atención  excepcional  la verdad  muy merecidas  5 estrellas ✨",,2024
Alvarez,Jose C.M,,5.0,Hace 10 meses,2025-08-08T01:55:32Z,Google,Hay muchos doctores buenos muy humanos que aman su profesión y les felicito a todos los doctores y enfermeras por la paciencia👏,,2025
Alvarez,Sabina Sosa,,1.0,Hace un año,2025-01-09T01:18:44Z,Google,"Un desastre la medico clínico  pregunta: ¿que les pasa, que objetivo tienen al atender de esa manera tan ingrata? ¿ porque no se van si no quieren trabajar y deja a otros que si quieren?",,2025
Alvarez,reina jaime,,4.0,Fecha de edición: Hace 3 años,2023-01-22T12:00:31Z,Google,"Hasta ayer el unico problema era la medicacion de mi hija ique al no poder hacerme recetas cada 2 dias habia que buscarla y si no habia psiquiatra de guardia ese dia se quedaba sin remedios y un dia  me atiende una señora en farmacia que me dijo que me queje con larreta porq faltaba ese remedio muy desubicada porq esa persona esta hablando con un paciente al que no le importa sus ideas.resulto que si habia.bueno ayer como siempre vamos con mi hija a las 4 de la tarde para control porq estubo ineternada y 1 vez por semana hacemos eso hasta q la atieneda su medico,despues de 2horas ella se puso nerviosa y se enojo el de vigilancia con poco tacto se puso a discutir y amenazo que llamaba a la policia  y sale una doctora le hace la receta y le quita medicacion sin consultar con la medica que la venia controlando ,no hizo nada de lo que hacian los demas medicos.cosa que si mi hija no puede dormir  le va costar una dedenuncia  ya que ella tenia ese problema. Y no habia medicacion segun otra que estaba en farmacia y nos deseo  suerte.ayer fue terrible desde ventanilla muy atrevida y creida pero 0 de capacitacion,medica,vigilancia y farmacia. A las 19,45 nos atendieron logrando alterar a un paciente",,2023
Alvarez,Pablo Costas,,3.0,Fecha de edición: Hace un año,2023-09-03T23:41:38Z,Google,"El enfermero de cardiología primer piso la verdad qué tiene muy pocas ganas de trabajar y poca empatía con la gente que está ahí y que ya la está pasando mal.
Esto fue hace un año aproximadamente , ojalá ese sujeto no siga ahí para que no lo tengan que padecer.",,2023
Alvarez,stefania martinez,,5.0,Hace un año,2025-03-06T10:17:44Z,Google,Hola gente muy buen hospital excelente médicos muy limpio se los recomiendo es como todos tenés que ir temprano para hacer se atender y ya,,2025
Alvarez,Margarita Fara,,5.0,Hace 3 años,2023-02-25T12:26:27Z,Google,"Tuve fiebre, me hisoparon y dio negativo, volví a las 48 hs., cómo me dijo la doctora si seguía con fiebre, y me atendieron excelente.
El ordenador un punto aparte, atento a todas las preguntas de los que entraban.",,2023
Alvarez,Iréne cecilia Murua,,1.0,Hace 2 años,2024-06-02T03:13:02Z,Google,La atención de una enfermera en Particular de la unidad coronaria deja mucho que desear mi Papá está internado y lo tenía semi desnudo sin siquiera taparlo con la sabana cuando quisimos ponerle ropa o al menos cubrirlo la enfermera de pelo corto rojo dijo a los gritos no se puede venga otro día a una mujer de 84 años.... Que es la esposa,,2024
Alvarez,Adriana Palacios Carrasco,,1.0,Hace 2 años,2024-03-02T01:13:46Z,Google,"Fuimos por guardia con fiebre de 40, le
Explicamos a la recepcionista (porque ni siquiera llegamos a la atención de un médico) que llevaba con fiebre 2 días y que ya habíamos acudido antes y no cedía . Nos dijo que NO NOS VAN A ATENDER QUE VOLVAMOS POR LA MAÑANA",,2024
Alvarez,Guillermo Ariel Martin Segovia,,5.0,Hace 3 años,2023-04-30T16:46:51Z,Google,"Les aseguro que vale la pena la espera de la guardia médica. Entre pensando que era solo un esguince de 3er grado y me hicieron radiografia siendo fractura de maleolo lateral sumada al esguince. me vio el doctor, me aplicacion corticoide y ne recetaron diclofenac y paracetamol ademas de bota ortopédica. UN LUJO QUE SEA PÚBLICO. Si hay algo de suna gravedad te can a dar prioridad, sino tendras que arnarte de paciencia xq todos tenemos derechos.",,2023
Alvarez,Stella Fischetti,,1.0,Fecha de edición: Hace 3 años,2023-05-17T18:31:22Z,Google,"soy otorrinolaringóloga, como en el Hospital que trabajo no hay cirugías de otorrino tuve que derivar. Realmente me apena ver como cayo el trato en este hospital, derive a una paciente para una adenoidectomía, y de los malos tratos la hicieron llorar, espero no tener que Caer en la atención allí como paciente, soy creyente por eso le pido a Dios no lo permita, es obvio que no es lo que era",,2023
Alvarez,Lorena Pereyra,,5.0,Hace 2 años,2024-02-18T17:44:48Z,Google,Excelente.Cada vez que vamos por guardia pediátrica siempre nos atendieron super bien.Gracias a los doctores/as por el servicio y por el amor a los nenes.Eso se nota mucho.,,2024
Alvarez,Leo Lee,,1.0,Fecha de edición: Hace 2 años,2023-08-06T16:17:38Z,Google,"Sufri una caida y fui a hacerme ver porque siento un dolor intenso, no puedo casi ni mover el brazo, fui con campera sin remera porque sufro de dolor al quitarme prendas, y me negaron la atencion porque para ellos no es de gravedad. Ese misml dia fui al durand y resultó que tenía la clavicula fracturada.",,2023
Alvarez,Maryenia Hernández,,1.0,Hace 2 años,2023-12-26T07:58:54Z,Google,"Trasladaron en ambulancia a mi suegra al hospital. Luego de varias horas ella sale de la guardia y el personal ni pendiente, si no estamos ahí se hubiese perdido, pues tiene alzheimer. Una  verguenza como no les importa.",,2023
Alvarez,patricia Uberti,,1.0,Hace 3 años,2023-03-22T19:18:19Z,Google,"Hace unos 20 minutos tuve la desgracia de ir a Kinesiología del hospital Álvarez turno tarde. Donde fuimos destratadas por un kinesiólogo calvo con un ambo gris y con bigote. Un ser despreciable que maltrata a la gente , no escucha. No es empático. Debería dedicarse a otra cosa . Ni siquiera debería trabajar en una morgue.😭",,2023
Alvarez,Agustin Kim,,1.0,Hace 3 años,2023-02-16T01:14:23Z,Google,"Terrible la atencion del hospital, mas que nada de admision( donde te atienden). Tengan cuidado que dicen que atienden por segun la gravedad del caso pero realmente atienden segun orden de llegada. Esto dice que aunque te estes muriendo no te van a atender sino que tenes que esperar a que pase toda la gente adelante tuyo. OJOOOO!!!! Por favor llenenlos de denuncias y mala reseñas porqur es un desastre",,2023
Alvarez,Florencia Peralta,,5.0,Hace 2 años,2023-07-19T21:52:31Z,Google,"Después de perder el tiempo en el hospital Rivadavia y el hospital Piñero. Sin poder atenderme, un desastre la atención. Llegué al hospital Alvarez, desde la recepción para anotarte en guardia, hasta la médica que me atendió. Excelente! Super limpio y muy amables todos .",,2023
Alvarez,Nicole Lujan,,1.0,Hace 2 años,2023-09-27T12:59:31Z,Google,"Tanta exigencia en la entrada para confirmar 2 veces el turno, una hora antes, para que te terminen atendiendo de 1-2 hs después del horario del turno programado.
Se tarda más esperando que la atención en sí. Y además a veces ni le llega la dichosa confirmación al médico y te terminan anotando a mano.",,2023
Alvarez,Elena azu,,2.0,Hace un año,2024-11-29T12:49:31Z,Google,"Pésima organización del vacunatorio.
Nadie te llama
NO sabés si te toca
Fui con turno
La inutilidad al palo
LAMENTABLE",,2024
Alvarez,Kevin Graf,,4.0,Hace 2 años,2024-03-07T16:49:37Z,Google,"Buenas tardes, quisiera saber si hay forma de autorizar una resonancia por mail, ya que el horario de atención de Auditoría Médica es muy acotado, de 8 a 12 hs, y no tengo disponibilidad en ese rango. ¿Habrá chances de autorizarlo de otra manera, por favor?",,2024
Alvarez,Matias LLULL,,4.0,Hace un año,2025-01-10T15:34:25Z,Google,"Me atendieron de guardia en 30 mins.
Jamas en 20 años con swiss medical tuve ese trato unos genios",,2025
Alvarez,Luucia Torrico,,5.0,Hace 2 años,2023-07-21T15:26:16Z,Google,"Quiero destacar la excelencia de personal a este hospital desde los docs de guardia hasta las enfermeras de turno, tuve una buena internacion gracias a ellos, salvo las chicas de ventanilla que atienden en guardia son re mala onda te atienden tan mal cuando uno realmente viene a guardia por dolores y demas….",,2023
Alvarez,Hernan Figueroa,,1.0,Hace 3 años,2023-05-13T14:23:23Z,Google,"Pésima atención, personal administrativo y médico maleducados e intolerantes. Maltratan a las personas mayores. El ministerio de salud de gcba deberían intervenir. Obvio q voy hacer las denuncian pertinentes. Es una vergüenza como tratan a las personas.",,2023
Alvarez,Grace,,1.0,Hace un año,2025-04-03T15:47:13Z,Google,"Fui con turno a darme la vacuna del covid y resulta que ya no habia numeros, el turno no asegura que me reserven la vacuna?. Entonces para que ir con turno?. No entiendo.",,2025
Alvarez,Daiana Villalba,,4.0,Hace un año,2024-07-18T14:26:15Z,Google,"Es un buen hospital, la única crítica que tengo es que yo al ser de zona sur no me sirve una orden clinica para sacar un turno en alguna especialidad.
Tiene que ser si o si de capital",,2024
Alvarez,Perla Dora Statman,,5.0,Hace 2 años,2023-09-12T20:23:09Z,Google,"Yo me atiendo en fosfocalcico
Con la Dra Nadia Carolina Schwarz y se destaca por su atención y humanidad para con los pacientes incluida yo, siempre predispuesta a la mejor y cálida atención es muy amable , muy aplicada en su especialidad, muy buen ser humano  cuando vamos a la consulta yo personalmente le estoy muy agradecida y valoro mucho a estos médicos que con tanta profesionalidad  y amor y empeño trabajan en el hospital público
DNI 5783567
Perla Statman",,2023
Alvarez,lucero lonardi,,1.0,Hace un año,2024-08-31T16:08:37Z,Google,"Para niños la peor atención, salis de una internación te atienden te dicen que vuelvas el sábado a hacerte un control llegas a la hora pautada, te dicen q lo atienden de onda porque ellos no hacen controles y que vuelvas otro día ( le tenían que bajar el medicamento) una vergüenza terrible",,2024
Alvarez,Paula Cañete,,1.0,Hace 2 años,2024-06-21T00:43:06Z,Google,"PEOR HOSPITAL DE CAPITAL , LA FALTA DE PROFESIONALISMO DE LOS ENFEMEROS QUE SE LA PASAN TOMANDO MATES EN TRAUMATOLOGÍA PARA QUE TE CAMBIEN UN PAÑAL TENES QUE ESTAR MAS DE 7 HORAS. NO SABEN PONER UNA GUIA , UNA SONDA ES TERRIBLE LA DECADENCIA QUE CAYO!   Y NI HABLAR DE LOS MEDICOS QUE VIENEN A VERTE UNA VEZ CADA DOS DIAS.",,2024
Alvarez,Lurdes Ramirez,,1.0,Hace 2 años,2023-08-14T15:09:11Z,Google,Me parece muy bien los comentarios así agradecer a los que nos brindan la Salud seguro habrá días no tan buenos lsra los doctores también pero muchas veces se ve el amor que ponen en sus servicios que es como debe ser porque así como uno trata al otro así también la vida paga así es que bueno me alegra leer comentarios satisfechos bendiciones 😘 pacientes y doctores,,2023
Alvarez,Juan Carlos Gonzales Vargas,,1.0,Hace 2 años,2024-04-28T23:51:34Z,Google,"Fuí con un amigo por una urgencia psiquiátrica, nos anunciamos y esperamos cerca de dos horas, cuando lo llaman le dicen que el psiquiatra se acaba de ir. Una falta de respeto total, un desastre.",,2024
Alvarez,Saulo,,5.0,Hace 2 años,2023-08-08T22:03:42Z,Google,Tuve una excelente experiencia en los servicios de traumatología y rayos x. Todos/as son unos/as capos/as. Fueron muy amables y oportunos en la atención. Realmente estoy admirado por la calidad de su trabajo.,,2023
Alvarez,Eric Denis Armada,,1.0,Hace un año,2025-02-28T18:04:58Z,Google,"El que vende churros en la puerta se cree dueño del hospital, es más me llevo por delante y yo estaba con una bebe en brazos, ni disculpas pidió, encima trabaja ahí adentro está re mal eso",,2025
Alvarez,Jasmin adriana Gonzales,,1.0,Hace 3 años,2023-05-31T03:57:48Z,Google,"Horrible te hacen esperar en guardia ,preguntas en recepción por los médicos que no llaman y te responden no sabemos donde están . Falta de profesionalidad.  Aparte de la mala atención una mugre la guardia olor a vino, el baño con olor a porro cigarrillo un asco",,2023
Alvarez,beatriz perez deidda,,5.0,Hace 2 años,2024-07-01T15:20:13Z,Google,"Una atención excelente. Me trato en traumatología y tienen especialidad en columna, cadera, rodilla, una joya. En Endocrinología, mi doctora SCHWARTZ me encaminó para todo.",,2024
Alvarez,lionel arribas,,5.0,Hace un año,2024-10-31T18:28:26Z,Google,"Espectacular! Me hicieron una cirugía de corazón! Un lujo desde los administrativos, enfermero/as y equipo médico! Excelente atención!!",,2024
Alvarez,Carlos Daniel Medina,,1.0,Hace 3 años,2023-01-19T20:02:51Z,Google,Pésimo los profesionales  una hora esperando   para que atiendan  a mi novia que entro mareada y  ellos se la pasan hablando  entre ellos en la  sala de atención le preguntas si  están atendiendo  te  responden que solo  emergencia  atiende  rápido digamos te estas que estar muriendo  para que te atiendad o que te den bola uno paga l9s impuestos  para que se mejore la salud  pero cada día menos servicio  a la sociedad  vergüenzas  debería  tener más controles para que se mejore esto menos publicidad y más atención a la gente,,2023
Alvarez,carlos iacovo,,1.0,Hace 2 años,2024-01-02T22:50:14Z,Google,"Mi cuñada sufrió una caída de un primer piso,se fracturó la clavicula,la pelvis un golpe muy fuerte en la cabeza..de esto hace 3 días...de los cuales prácticamente está abandonada en la guardia .no es trasladada a sala común.no la higienisan.las enfermeras mal educadas..un desastre todo!!!!una vergüenza",,2024
Alvarez,andrea gomez,,5.0,Hace 11 meses,2025-07-04T14:59:49Z,Google,Por ser la primera vez que vengo el turno a tiempo el oftalmologo hector rápido en atención y esmero,,2025
Alvarez,Albert Lee,,1.0,Hace un año,2025-01-09T12:06:42Z,Google,Muy mala la atención en laboratorio me tenía que sacar sangre un horror!!! Lo mismo oftalmología para un estudio campo visual un desastre,,2025
Alvarez,Victor Silva,,1.0,Hace 2 años,2024-02-03T14:47:42Z,Google,acabo de salir del hospital no me quieren atender. según la que está en ventanilla dice que no es emergencia. tengo irritación desde la cabeza hasta el cuello. no sé si le pasaría a ella diría lo mismo,,2024
Alvarez,Mirta Peralta,,1.0,Hace un año,2024-09-10T13:10:21Z,Google,"9/9/24 fui con una orden ""URGENTE"" PARA TURNO DE PSIQUIATRA Y PSICÓLOGO,Y ME NEGARON EL TURNO,MI HIJA DEBE SER MEDICADA URGENTE YA QUE LE DETECTARON ESQUIZOFRENIA. CERO ESTRELLA,PABELLON i salud mental 👎👎👎👎👎",,2024
Alvarez,Leonardo Rosillo,,2.0,Hace 2 años,2024-03-22T20:57:45Z,Google,El señor (pelo largo blanco) que atendió de rayos X un trato malísimo. No hay mucho médicos en guardia. Tardan mucho en atender.. es salud es algo necesario.. no es lujos tener personal,,2024
Alvarez,Judith Loayza colque,,1.0,Hace 8 meses,2025-10-17T03:48:01Z,Google,Donde se saca turno para vacunacion,,2025
Alvarez,Nora W,,5.0,Hace 3 años,2023-04-19T03:29:33Z,Google,Ediliciamente deja mucho que desear porque la circulación interna es al aire libre pero ña atención desde la entrada hasta el/la profesional y además con paciente de 91años es realmente destacable. Mi respeto a todo el personal del nosocomio.,,2023
Alvarez,Alundra Elric,,1.0,Hace un año,2024-09-02T23:46:34Z,Google,Fui a la guardia de psiquiatria para que me hagan sentir 10 veces peor si me pudiera pegar un tiro les dedicaria un lugar en la carta suicida. Horrible trato.,,2024
Alvarez,Mariano Castor,,1.0,Hace 2 años,2023-09-13T11:03:32Z,Google,"Ésta opinión es específicamente sobre el LABORATORIO, dónde te atienden tres especímenes que hacen cosplay de la empleada pública de Gasalla, tres sor3tas que te pierden los resultados y para colmo te echan la culpa. El resto del hospital (casi siempre), la mejor.",,2023
Alvarez,Sari,,4.0,Hace 3 años,2023-01-30T02:19:28Z,Google,Fui varias veces a guardia pediátrica y me han atendido muy bien. Me sorprendi que un hospital público tenga tal atención a comparación del resto de la zona. Muy agracadecida con este hospital !!!,,2023
Alvarez,Ari Ems,,3.0,Hace un año,2024-08-20T18:10:08Z,Google,Hola. Soy vecino del Hospital. Sobre calle moron. El problema es la falta de limpieza en zona del porton de salida de camiones de la basura. Y falta de iluminacion del lugar. Espero que mejore. Gracias.,,2024
Alvarez,Joi Lorien,,1.0,Hace 3 años,2023-04-14T23:14:50Z,Google,"Mi experiencia en este hospital con pediatría ha Sido lo peor de mi vida la doctora ANA DORO es una grosera, inhumana, insensible, abusadora y mala profesional y el hospital lo sabe y la siguen teniendo, no le importa que las personas estén con nenes enfermos horas ella se la pasa hablando por el teléfono fuera de los consultorios y las mamis pasamos HORAS esperando y te atiende si quiere sino te dice que te veas en otro sitio, las recepcionistas iguales una vergüenza está ""médica""",,2023
Alvarez,Ernesto Portillo,,5.0,Hace un año,2025-02-25T23:40:46Z,Google,"Febrero 2025. Fui a guardia pediatrica
X una otitis . Excelente atención y como mucho estuve 10minutos .",,2025
Alvarez,Bárbara Handler,,1.0,Hace 2 años,2023-11-01T00:53:22Z,Google,"El lugar es desorganizado hasta la médula. Cuando tu psiquiatra está de licencia no dejan al paciente con otro profesional, se queda solo esperando. Y nosotros no necesitamos solo recetas, sino también la atención médica. Se cansaron de decirme que tengo el ""mejor equipo"" pero hasta ahora estoy peor que cuando entré.",,2023
Alvarez,Kol Sino “Senk”,,1.0,Hace 11 meses,2025-07-29T13:04:20Z,Google,"Cuando no hay sistema ,no te atienden si sacaste turno y querés confirmarlo .
Te hacen esperar al pedo",,2025
Alvarez,desarrollo del lenguaje y algo màs,,1.0,Hace 2 años,2024-06-02T18:04:03Z,Google,"Me parece terrible que las emergencias estén sujetas al criterio de la recepcionista,quien es poco atenta,algo altanera y grosera .",,2024
Alvarez,Karen Marcellini,,4.0,Hace un año,2025-02-04T17:01:39Z,Google,Fuimos porque mi tia se cayo y se rompio la cara..somos de lla plata . Nos atendieron muy bien!! Y rapido...,,2025
Alvarez,Gladys Vanesa California Arestide,,1.0,Hace 10 meses,2025-08-25T07:19:57Z,Google,Pésima atención ellos duerme mientras te hacen esperar mejor decirte que te vallas a la casa y no esperar 3 horas a que despierten,,2025
Alvarez,Yamila Di Tu,,5.0,Hace 2 años,2024-03-08T06:03:22Z,Google,"Excelente atención , cómo todos los hospitales públicos tienen sus pequeñas cosas , pero a mi me atendieron de diez , amables y coordiales.",,2024
Alvarez,avila Avila,,5.0,Hace 2 años,2023-07-17T20:23:29Z,Google,"muy buena atencion en guardia ,solo tener paciencia como en todo hospital hay mucha gente esperando ser atendida ,
pero los doctores muy buenos y atentos",,2023
Alvarez,Abril Andino,,1.0,Hace 2 años,2024-06-14T18:39:29Z,Google,"Ni media estrella merece. La guardia explotada sin avanzar,la recepcionista a pura risa con el de seguridad no me quiso atender,me mandó a su compañero que estaba ocupado con un paciente",,2024
Alvarez,Alicia Alejandra de Paul Minotti,,5.0,Hace 3 años,2023-01-01T20:02:50Z,Google,"Es un hospital público más allá de que el nivel de organización que tienen podría mejorar muchísimo y de que algún que otro médico se subió al pony la mayoría son excelentes profesionales, eso sí coincido con que laboratorio de lo peor que he visto , pero bueno se ve que habrá alguna razón por la que no pueden mejorar eso .",,2023
Alvarez,Maria Temez,,1.0,Hace un año,2024-10-13T18:46:02Z,Google,"""Mi experiencia en el hospital Álvarez fue muy decepcionante. Sentí que los pacientes eran abandonados y que la atención no era adecuada. Espero que se tomen medidas para mejorar la situación.""",,2024
Alvarez,SILVIA SA,,5.0,Hace un año,2024-10-05T21:30:05Z,Google,"Estuve en la guardia 3 horas una amabilidad de atención por las médicas y enfermeras ,cabe  resaltar que hay una limpieza.impecable",,2024
Alvarez,Tomas Bosch,,1.0,Hace 2 años,2023-10-26T11:35:24Z,Google,"llame para solicitar un turno con un medico clinico y me trataron de forma asquerosa, tanto que lo mande a la concha de la lora y me quede bastante corto, se nota que odian lo q hacen los de recepcion o estam frustradisimos",,2023
Alvarez,Yamila Sánchez,,2.0,Hace un año,2024-09-26T23:41:55Z,Google,La guardia de ginecología nocturna es lo peor podes pasar hasta 3 horas esperando que te atiendan una vergüenza. Y no hay ninguna paciente adentro 🤬,,2024
Alvarez,Jesica Tola,,1.0,Hace un año,2024-10-03T16:30:36Z,Google,"Un desastre, la gente que tienen en recepción en el área de traumatología inexperta, que no orientan ni te atienden con ganas, únicamente se dedican a comer y pasear, podrían colocar gente con ganas de trabajar y atender como se debe",,2024
Alvarez,Norelbys Jimenez,,1.0,Hace 2 años,2023-09-16T17:53:54Z,Google,"Me dejaron esperando 4 horas en guardia para atender a mi mamá con un fuerte dolor en el brazo, sera empata de parte de la que atiende en admisión no volvería jamás a este hospital.",,2023
Alvarez,Paloma Sotelo,,1.0,Hace 3 años,2023-04-26T14:02:49Z,Google,"la verdad que la atención es nefasta de parte de las secretarias y de los profesionales: nadie sabe dónde están los sectores, te tratan con desprecio y te hacen pasear por todo el hospital como si uno no estuviera enfermo. dejan mucho que desear.",,2023
Alvarez,Agustina Frias,,1.0,Hace un año,2024-07-20T00:35:53Z,Google,"Cómo siempre un desastre la guardia, menos ganas de laburar, me atendieron 2 chicas q estaban lejos de ser médicas, ni a estudiantes de enfermería llegaban.",,2024
Alvarez,Melisa Sabrina Pereira Pacheco,,5.0,Hace 2 años,2024-03-31T13:11:08Z,Google,"Excelente atención de todo el staff ya sea médico, seguridad y limpieza. El problema no es el Hospital. Es el colapso de gente que va.",,2024
Alvarez,clary morningstar,,1.0,Hace un año,2024-10-29T01:19:06Z,Google,Fui por que estaba con fiebre y un mareo terrible sin decir que no tenía mucha voz 6 horas estuve en el duran y no me atendieron solo decían hay cambio de turno o en seguida la van a atender,,2024
Alvarez,Mayra Eugenia Conde,,5.0,Hace un año,2024-10-24T11:18:57Z,Google,"Gracias a que todo el equipo actuó tan rápido le salvaron la vida a mi papá.
Voy a estar eternamente agradecida!!!",,2024
Alvarez,Gastón Ferreyra,,5.0,Hace un año,2025-04-17T16:35:58Z,Google,"La atencion de los enfermeros/as y medicos de internación es excelente. Mucha vocacion ,y dedicación.",,2025
Alvarez,beatrix saitta,,5.0,Hace 2 años,2023-09-28T13:06:29Z,Google,"Excelentes profesionales en el depto. de salud mental y adicciones , personal profesional idóneo , dedicado y humanista .un ejemplo de Hospital público. Mí permanente reconocimiento.y de todos los pacientes en derivación .muchas gracias.",,2023
Alvarez,Walter Juegos,,1.0,Hace un año,2024-10-14T17:31:53Z,Google,UNA VERGUENZA. NO TE DAN BOLA. UNO VA DESESPERADO PORQUE  SE SIENTE MAL Y SE VA PEOR PORQUE ESPERÓ TODO UN DIA Y LO ATIENDEN IMPROVISADOS ... Y LES PAGO EL SUELDO YO !,,2024
Alvarez,Celina Red,,5.0,Fecha de edición: Hace un año,2024-02-11T19:09:10Z,Google,"Muy buena atención médica salvo recepción de guardia son muy maleducados para atender,poco solidarios con la gente.",,2024
